,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,XY (CABA),pos x,pos y,VICTIMA,ACUSADO
186,2017-0058,1,2017-05-09,2017,5,9,23,AVENIDA,Point (107271.27725903 103337.46347012),-58.38403232,-34.5991594,PEATON,MOTO
187,2017-0059,1,2017-05-11,2017,5,11,9,CALLE,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,PEATON,PASAJEROS
188,2017-0060,1,2017-05-13,2017,5,13,7,AVENIDA,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,MOTO,OBJETO FIJO
189,2017-0061,1,2017-05-15,2017,5,15,13,AVENIDA,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,PEATON,MOTO
190,2017-0062,1,2017-05-15,2017,5,15,16,AVENIDA,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,MOTO,CARGAS
191,2017-0063,1,2017-05-17,2017,5,17,10,AVENIDA,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,PEATON,PASAJEROS
192,2017-0064,1,2017-05-20,2017,5,20,5,CALLE,Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,CARGAS,AUTO
193,2017-0065,1,2017-05-22,2017,5,22,16,AVENIDA,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,BICICLETA,CARGAS
194,2017-0066,1,2017-05-22,2017,5,22,18,AVENIDA,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,PEATON,PASAJEROS
195,2017-0067,1,2017-05-23,2017,5,23,2,AVENIDA,Point (102703.30911569 100138.40769771),-58.4338197,-34.62801894,MOTO,CARGAS
196,2017-0068,1,2017-05-27,2017,5,27,19,AVENIDA,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,MOTO,OBJETO FIJO
197,2017-0069,1,2017-05-24,2017,5,24,14,GRAL PAZ,Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,MOTO,SD
198,2017-0070,1,2017-05-30,2017,5,30,13,CALLE,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,PEATON,AUTO
199,2017-0072,1,2017-06-03,2017,6,3,23,AVENIDA,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,AUTO,AUTO
200,2017-0073,1,2017-06-04,2017,6,4,9,AVENIDA,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,MOTO,AUTO
201,2017-0074,1,2017-06-04,2017,6,4,12,CALLE,Point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,SD,SD
202,2017-0075,1,2017-06-12,2017,6,12,22,AVENIDA,Point (107498.83241886 102238.54924157),-58.381542,-34.60906385,PEATON,MOTO
203,2017-0076,1,2017-06-13,2017,6,13,14,AVENIDA,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,PEATON,CARGAS
204,2017-0077,1,2017-06-17,2017,6,17,23,CALLE,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,MOTO,CARGAS
205,2017-0079,1,2017-06-19,2017,6,19,16,CALLE,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,MOTO,CARGAS
206,2017-0080,1,2017-06-22,2017,6,22,10,AVENIDA,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,PEATON,CARGAS
207,2017-0082,1,2017-06-25,2017,6,25,22,AVENIDA,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,PEATON,AUTO
208,2017-0083,1,2017-07-04,2017,7,4,0,AVENIDA,Point (96998.81124177 98183.20743664),-58.49603546,-34.64564271,MOTO,CARGAS
209,2017-0084,1,2017-07-05,2017,7,5,12,AVENIDA,Point (107180.90591568 104682.54945160),-58.38502878,-34.58703485,PEATON,PASAJEROS
210,2017-0085,1,2017-07-07,2017,7,7,14,AVENIDA,Point (108315.72323297 99748.45783960),-58.37261143,-34.63150425,PEATON,PASAJEROS
211,2017-0086,1,2017-07-09,2017,7,9,7,AVENIDA,Point (94914.28538682 98912.56901137),-58.51876802,-34.63905965,PEATON,MOTO
212,2017-0087,1,2017-07-10,2017,7,10,10,CALLE,Point (104800.65774098 101563.94663965),-58.41095567,-34.61516101,PEATON,AUTO
213,2017-0088,1,2017-07-10,2017,7,10,22,AVENIDA,Point (108741.48238670 100448.08502809),-58.36797542,-34.62519403,PEATON,PASAJEROS
214,2017-0089,1,2017-07-13,2017,7,13,12,CALLE,Point (95246.78684010 97935.32361317),-58.51514709,-34.64787051,SD,AUTO
215,2017-0090,1,2017-07-15,2017,7,15,5,GRAL PAZ,Point (94866.55993974 104164.40879727),-58.51925642,-34.59171721,PEATON,AUTO
216,2017-0091,1,2017-07-15,2017,7,15,13,GRAL PAZ,Point (97850.57417090 109546.39428377),-58.48671535,-34.54321216,MOTO,SD
217,2017-0092,1,2017-07-24,2017,7,24,22,AUTOPISTA,Point (107392.50226602 100712.59265582),-58.38268809,-34.62282019,PEATON,AUTO
218,2017-0093,1,2017-07-25,2017,7,25,16,AUTOPISTA,Point (102474.90818824 108830.74789029),-58.43633522,-34.54966288,PEATON,AUTO
219,2017-0094,1,2017-07-27,2017,7,27,8,CALLE,Point (94212.26181299 101286.25735606),-58.52640838,-34.61765855,BICICLETA,CARGAS
220,2017-0095,1,2017-08-06,2017,8,6,8,AVENIDA,Point (104068.94257873 103491.45652529),-58.41894306,-34.59778875,MOTO,AUTO
221,2017-0096,1,2017-08-07,2017,8,7,19,AVENIDA,Point (99608.90354249 108823.89449537),-58.46756026,-34.54972741,PEATON,PASAJEROS
222,2017-0098,1,2017-08-08,2017,8,8,12,CALLE,Point (100563.22594607 99771.56223988),-58.45715752,-34.63132912,PEATON,AUTO
223,2017-0099,1,2017-08-17,2017,8,17,19,AVENIDA,Point (103600.34605991 107446.36084135),-58.42406784,-34.56213916,BICICLETA,AUTO
224,2017-0100,1,2017-08-21,2017,8,21,7,CALLE,Point (106103.99852157 101567.67895783),-58.3967447,-34.61512051,MOTO,OBJETO FIJO
225,2017-0101,1,2017-08-23,2017,8,23,10,AVENIDA,Point (101644.77699748 106480.78805418),-58.44537508,-34.57084818,PEATON,MULTIPLE
226,2017-0102,1,2017-08-24,2017,8,24,1,AVENIDA,Point (105750.92237188 97579.79677541),-58.40056767,-34.6510708,PEATON,CARGAS
227,2017-0104,1,2017-08-25,2017,8,25,9,AVENIDA,Point (107538.91933237 101188.13128502),-58.38109568,-34.61853244,PEATON,CARGAS
228,2017-0106,1,2017-08-31,2017,8,31,19,CALLE,Point (103483.20578848 105425.94020024),-58.42533612,-34.58035258,PEATON,PASAJEROS
229,2017-0107,1,2017-09-01,2017,9,1,11,AVENIDA,Point (100245.64635241 109464.60244956),-58.46062311,-34.54395182,MOTO,CARGAS
230,2017-0108,2,2017-09-02,2017,9,2,4,GRAL PAZ,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,OBJETO FIJO,AUTO
231,2017-0109,1,2017-09-04,2017,9,4,21,AVENIDA,Point (99266.22533505 99180.83096967),-58.47130269,-34.63665402,MOTO,AUTO
232,2017-0110,1,2017-09-06,2017,9,6,14,AVENIDA,Point (108513.43549456 103032.95078343),-58.370488,-34.60189492,PEATON,PASAJEROS
233,2017-0111,1,2017-09-07,2017,9,7,18,CALLE,Point (103948.02389064 98549.15451723),-58.42023854,-34.6423411,PEATON,CARGAS
234,2017-0112,2,2017-09-10,2017,9,10,9,AUTOPISTA,Point (100479.14412395 98812.52258620),-58.45807401,-34.6399743,AUTO,OBJETO FIJO
235,2017-0113,1,2017-09-11,2017,9,11,6,AVENIDA,Point (107918.77617420 103716.42961253),-58.37697717,-34.59573848,PEATON,PASAJEROS
236,2017-0114,1,2017-09-15,2017,9,15,2,AVENIDA,Point (106632.70892338 104910.17381357),-58.3910058,-34.5849866,AUTO,OBJETO FIJO
237,2017-0115,1,2017-09-19,2017,9,19,18,AVENIDA,Point (103803.42869640 99818.79654291),-58.42182126,-34.63089661,MOTO,BICICLETA
238,2017-0116,1,2017-09-20,2017,9,20,22,GRAL PAZ,Point (95357.86744200 105380.41895972),-58.51389422,-34.58075791,MOTO,OBJETO FIJO
239,2017-0118,1,2017-09-22,2017,9,22,7,AVENIDA,Point (108016.39016447 97439.36817481),-58.37585415,-34.65232158,MOTO,AUTO
240,2017-0120,1,2017-10-02,2017,10,2,15,AUTOPISTA,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,MOTO,CARGAS
241,2017-0123,1,2017-10-10,2017,10,10,1,AVENIDA,Point (99518.38660571 95241.63338177),-58.46855503,-34.67216349,PEATON,AUTO
242,2017-0124,1,2017-10-12,2017,10,12,14,CALLE,Point (101904.43474476 104150.89892205),-58.44254033,-34.59185043,MOTO,PASAJEROS
243,2017-0125,1,2017-10-13,2017,10,13,6,AVENIDA,Point (99732.19478660 94453.36361177),-58.46622247,-34.67926929,MOTO,OBJETO FIJO
244,2017-0126,2,2017-10-14,2017,10,14,6,AVENIDA,Point (98466.20276785 94207.42419155),-58.48003734,-34.68148508,AUTO,OBJETO FIJO
245,2017-0127,1,2017-10-16,2017,10,16,7,AVENIDA,Point (104713.04838502 103467.44528033),-58.41192137,-34.59800248,MOTO,MOTO
246,2017-0128,1,2017-10-17,2017,10,17,12,CALLE,Point (102105.12699179 101749.49668435),-58.44034689,-34.61349731,PEATON,PASAJEROS
247,2017-0129,1,2017-10-26,2017,10,26,19,AUTOPISTA,Point (99243.41866587 97782.67879316),-58.47155277,-34.64925746,MOTO,PASAJEROS
248,2017-0130,1,2017-10-27,2017,10,27,5,AVENIDA,Point (98575.30034704 103283.44421792),-58.47883099,-34.59967065,AUTO,CARGAS
249,2017-0132,1,2017-10-30,2017,10,30,14,AVENIDA,Point (99796.45945783 92847.91633262),-58.46552171,-34.6937413,MOTO,PASAJEROS
250,2017-0134,1,2017-11-06,2017,11,6,18,AVENIDA,Point (101915.86954232 95727.75538814),-58.4423972,-34.66777987,PEATON,PASAJEROS
251,2017-0135,1,2017-11-07,2017,11,7,12,AVENIDA,Point (99355.48397222 103660.98712619),-58.47032551,-34.59626814,MOTO,CARGAS
252,2017-0136,1,2017-11-16,2017,11,16,8,AVENIDA,Point (104127.10295709 97119.53980201),-58.41827843,-34.65522746,PEATON,PASAJEROS
253,2017-0137,1,2017-11-17,2017,11,17,11,AVENIDA,Point (95458.27090734 104045.28333021),-58.51280715,-34.59279388,PEATON,CARGAS
254,2017-0138,1,2017-11-19,2017,11,19,10,AVENIDA,Point (100065.47249269 98381.80497378),-58.46258582,-34.64385704,MOTO,OBJETO FIJO
255,2017-0139,1,2017-11-19,2017,11,19,22,AVENIDA,Point (101160.07257435 94368.23344193),-58.45064148,-34.68003614,AUTO,OBJETO FIJO
256,2017-0140,1,2017-11-19,2017,11,19,23,AUTOPISTA,Point (. .),,,MOTO,PASAJEROS
257,2017-0141,1,2017-11-23,2017,11,23,19,AVENIDA,Point (103312.47684665 100458.27902411),-58.42717783,-34.62513374,PEATON,PASAJEROS
258,2017-0143,1,2017-11-25,2017,11,25,21,CALLE,Point (99897.24182072 102443.29154512),-58.46442001,-34.60724519,AUTO,PASAJEROS
259,2017-0144,1,2017-11-26,2017,11,26,6,GRAL PAZ,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,AUTO,OBJETO FIJO
260,2017-0145,1,2017-11-26,2017,11,26,17,CALLE,Point (104266.88124229 101889.22080612),-58.41677733,-34.61223119,MOTO,AUTO
261,2017-0147,1,2017-11-28,2017,11,28,11,GRAL PAZ,Point (96405.76679348 94981.38013791),-58.5025179,-34.67450313,MOTO,AUTO
262,2017-0148,1,2017-11-29,2017,11,29,10,AVENIDA,Point (105155.42991407 100540.06938064),-58.40708125,-34.62438894,PEATON,PASAJEROS
263,2017-0149,1,2017-11-30,2017,11,30,12,AVENIDA,Point (108605.31247489 101604.53195530),-58.36947198,-34.61477051,PEATON,PASAJEROS
264,2017-0150,1,2017-12-04,2017,12,4,1,AVENIDA,Point (95589.03838155 98881.22999034),-58.51140889,-34.63934531,PEATON,AUTO
265,2017-0151,1,2017-12-04,2017,12,4,2,CALLE,Point (108130.20782757 97076.54120716),-58.37460912,-34.65559133,PEATON,PASAJEROS
266,2017-0152,1,2017-12-06,2017,12,6,17,CALLE,Point (104752.14395609 97617.14934540),-58.41146277,-34.65073916,BICICLETA,PASAJEROS
267,2017-0153,2,2017-12-11,2017,12,11,2,AVENIDA,Point (103186.65733155 101217.09689755),-58.42855267,-34.61829385,MOTO,PASAJEROS
268,2017-0154,1,2017-12-11,2017,12,11,9,AVENIDA,Point (106688.43418876 99459.27505947),-58.39035581,-34.63412287,PEATON,PASAJEROS
269,2017-0155,1,2017-12-12,2017,12,12,21,AVENIDA,Point (100674.98109200 100299.64949548),-58.45593915,-34.62656868,SD,MOTO
270,2017-0157,1,2017-12-17,2017,12,17,9,GRAL PAZ,Point (94007.62506099 98145.35456663),-58.52866211,-34.64597065,AUTO,PASAJEROS
271,2017-0158,1,2017-12-18,2017,12,18,21,GRAL PAZ,Point (94764.11350214 103903.32150283),-58.52037476,-34.59407024,MOTO,AUTO
272,2017-0159,1,2017-12-20,2017,12,20,4,AVENIDA,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,MOTO,AUTO
273,2017-0160,1,2017-12-22,2017,12,22,13,AVENIDA,Point (99317.63492514 100172.19114010),-58.47074114,-34.62771756,PEATON,MOTO
274,2017-0161,1,2017-12-26,2017,12,26,15,AVENIDA,Point (98285.13000363 96624.14779705),-58.48200819,-34.65969965,PEATON,AUTO
275,2018-0001,1,2018-01-01,2018,1,1,22,AVENIDA,Point (106229.70400707 100696.43939679),-58.39536773,-34.62297346,PEATON,MOTO
276,2018-0002,1,2018-01-03,2018,1,3,16,CALLE,Point (108138.18410245 101140.78821350),-58.37456088,-34.61895467,BICICLETA,PASAJEROS
277,2018-0003,1,2018-01-05,2018,1,5,10,AVENIDA,Point (101348.13972450 102808.02053976),-58.44860217,-34.60395657,PEATON,MULTIPLE
278,2018-0004,1,2018-01-09,2018,1,9,9,AVENIDA,Point (100183.96103971 109533.84269558),-58.46129513,-34.54332766,MOTO,MULTIPLE
279,2018-0005,1,2018-01-09,2018,1,9,22,AVENIDA,Point (108641.50518777 101075.93727953),-58.36907201,-34.61953517,PEATON,PASAJEROS
280,2018-0006,1,2018-01-10,2018,1,10,21,CALLE,Point (102079.59903748 100474.45881577),-58.44062219,-34.62499107,BICICLETA,PASAJEROS
281,2018-0007,1,2018-01-11,2018,1,11,2,AUTOPISTA,Point (94340.14761734 99250.24722124),-58.52502765,-34.63601265,AUTO,AUTO
282,2018-0008,1,2018-01-12,2018,1,12,17,AVENIDA,Point (108868.80749430 101370.51785663),-58.36659655,-34.61687778,MOTO,CARGAS
283,2018-0009,1,2018-01-14,2018,1,14,2,AVENIDA,Point (108796.38792642 100177.06810505),-58.36737389,-34.62763661,MOTO,MOTO
284,2018-0010,1,2018-01-18,2018,1,18,5,CALLE,Point (96810.81688812 99875.56613013),-58.49807953,-34.63038658,MOTO,CARGAS
285,2018-0011,1,2018-01-19,2018,1,19,10,AVENIDA,Point (106639.47032605 104255.89970551),-58.39092703,-34.59088447,PEATON,PASAJEROS
286,2018-0012,1,2018-01-26,2018,1,26,13,CALLE,Point (99466.65991849 94317.70888094),-58.46912006,-34.68049201,MOTO,PASAJEROS
287,2018-0013,1,2018-01-28,2018,1,28,8,AVENIDA,Point (97860.62977748 106812.00802724),-58.48661286,-34.56786129,MOTO,AUTO
288,2018-0014,1,2018-01-31,2018,1,31,20,AVENIDA,Point (102067.32140821 97610.71255013),-58.44074927,-34.65080597,PEATON,MOTO
289,2018-0015,2,2018-02-06,2018,2,6,1,AVENIDA,Point (107053.47849253 98047.93724144),-58.38636298,-34.64684275,MOTO,PASAJEROS
290,2018-0016,1,2018-02-15,2018,2,15,10,AVENIDA,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,MOTO,CARGAS
291,2018-0017,1,2018-02-17,2018,2,17,4,AVENIDA,Point (99418.67591727 99840.67619219),-58.46963952,-34.63070603,PEATON,AUTO
292,2018-0018,1,2018-02-17,2018,2,17,7,CALLE,Point (108363.47256437 98202.84498754),-58.37207554,-34.64543658,MOTO,CARGAS
293,2018-0019,1,2018-02-17,2018,2,17,12,AVENIDA,Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,PEATON,PASAJEROS
294,2018-0020,1,2018-02-19,2018,2,19,22,AUTOPISTA,Point (101207.19032483 96015.90575056),-58.45012957,-34.66518343,MOTO,CARGAS
295,2018-0021,1,2018-02-22,2018,2,22,10,AVENIDA,Point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,PEATON,PASAJEROS
296,2018-0022,1,2018-02-24,2018,2,24,0,AVENIDA,Point (108149.86840397 98842.98534187),-58.37441153,-34.63966783,MOTO,CARGAS
297,2018-0023,1,2018-02-24,2018,2,24,6,CALLE,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,MOTO,AUTO
298,2018-0024,1,2018-02-28,2018,2,28,23,AVENIDA,Point (99305.05235104 105657.19134383),-58.47087351,-34.57827342,PEATON,CARGAS
299,2018-0025,1,2018-03-04,2018,3,4,22,AVENIDA,Point (100337.26455822 100756.41076314),-58.4596221,-34.6224514,PEATON,AUTO
300,2018-0026,2,2018-03-09,2018,3,9,4,AVENIDA,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,MOVIL,CARGAS
301,2018-0027,1,2018-03-11,2018,3,11,23,CALLE,Point (104051.46146857 99117.09528964),-58.41911301,-34.63722107,PEATON,MOTO
302,2018-0028,1,2018-03-13,2018,3,13,15,AVENIDA,Point (99275.15851476 98531.15835355),-58.47120586,-34.64251042,PEATON,CARGAS
303,2018-0029,1,2018-03-15,2018,3,15,18,AVENIDA,Point (99001.33520474 100973.19474422),-58.47418944,-34.62049672,MOTO,AUTO
304,2018-0030,1,2018-03-20,2018,3,20,1,AVENIDA,Point (99641.71055660 105570.42188351),-58.46720441,-34.57905579,MOTO,MOTO
305,2018-0031,1,2018-03-28,2018,3,28,10,AVENIDA,Point (99468.64184992 101272.71412938),-58.46909362,-34.6177971,MOTO,CARGAS
306,2018-0032,1,2018-04-02,2018,4,2,13,AVENIDA,Point (101491.71965442 106698.43843791),-58.44704343,-34.5688864,PEATON,PASAJEROS
307,2018-0033,1,2018-04-07,2018,4,7,7,AVENIDA,Point (96143.57848535 100026.85558450),-58.50535541,-34.62902048,MOTO,CARGAS
308,2018-0034,1,2018-04-11,2018,4,11,18,AVENIDA,Point (105786.93203839 103775.29320399),-58.40021675,-34.59522198,PEATON,PASAJEROS
309,2018-0035,1,2018-04-12,2018,4,12,16,AVENIDA,Point (100003.66169818 100008.18099088),-58.46325991,-34.62919627,PEATON,PASAJEROS
310,2018-0036,1,2018-04-13,2018,4,13,23,AVENIDA,Point (97118.17245497 103585.17867883),-58.49471482,-34.59694755,MOTO,AUTO
311,2018-0037,1,2018-04-18,2018,4,18,18,AVENIDA,Point (105923.35790409 103271.83194351),-58.3987261,-34.59975962,PEATON,CARGAS
312,2018-0038,2,2018-04-20,2018,4,20,17,AVENIDA,Point (106840.31999667 102262.72809661),-58.38872177,-34.60885045,PEATON,AUTO
313,2018-0039,1,2018-04-21,2018,4,21,22,AUTOPISTA,Point (. .),,,PEATON,AUTO
314,2018-0040,1,2018-04-27,2018,4,27,11,CALLE,Point (100590.76036525 106235.55299971),-58.45686132,-34.57305993,PEATON,CARGAS
315,2018-0041,1,2018-04-27,2018,4,27,13,AVENIDA,Point (103711.66698694 98495.65433114),-58.42281627,-34.64282424,PEATON,PASAJEROS
316,2018-0042,1,2018-04-27,2018,4,27,18,CALLE,Point (107026.83754260 98858.75172681),-58.38666024,-34.63953396,MOTO,CARGAS
317,2018-0043,1,2018-04-28,2018,4,28,6,AVENIDA,Point (97438.46582767 101907.03915052),-58.49122843,-34.61207587,MOTO,AUTO
318,2018-0044,1,2018-04-28,2018,4,28,9,AVENIDA,Point (105715.04318224 101174.58167004),-58.40098306,-34.61866627,PEATON,AUTO
319,2018-0045,1,2018-04-30,2018,4,30,7,AVENIDA,Point (100808.33159423 105557.81994917),-58.45448963,-34.5791692,AUTO,CARGAS
320,2018-0046,1,2018-05-02,2018,5,2,3,GRAL PAZ,Point (93950.50587297 98883.37644525),-58.52927982,-34.63931752,PEATON,AUTO
321,2018-0047,1,2018-05-08,2018,5,8,19,AVENIDA,Point (101440.29935254 104167.40204334),-58.44759966,-34.5917024,PEATON,PASAJEROS
322,2018-0048,1,2018-05-09,2018,5,9,10,AVENIDA,Point (99925.51296558 100002.14427355),-58.46411215,-34.62925068,PEATON,PASAJEROS
323,2018-0049,1,2018-05-11,2018,5,11,19,CALLE,Point (100107.11808300 108354.57023193),-58.4621322,-34.55395823,PEATON,AUTO
324,2018-0050,1,2018-05-14,2018,5,14,18,AVENIDA,Point (100606.16651489 107458.45493347),-58.45669422,-34.5620361,PEATON,PASAJEROS
325,2018-0051,1,2018-05-15,2018,5,15,21,CALLE,Point (109491.72835084 98425.60443682),-58.3597716,-34.64341878,PEATON,AUTO
326,2018-0052,1,2018-05-18,2018,5,18,20,AVENIDA,Point (96798.08806617 104278.02817622),-58.49820145,-34.59070093,PEATON,PASAJEROS
327,2018-0053,1,2018-05-20,2018,5,20,2,CALLE,Point (104834.84104085 103313.26202067),-58.4105928,-34.5993918,MOTO,AUTO
328,2018-0054,1,2018-05-22,2018,5,22,11,CALLE,Point (98495.84519532 106440.03052817),-58.47969138,-34.57121563,PEATON,BICICLETA
329,2018-0055,1,2018-05-29,2018,5,29,7,AVENIDA,Point (105482.77183741 101155.54165898),-58.40351561,-34.61883916,MOTO,AUTO
330,2018-0056,1,2018-06-02,2018,6,2,13,AVENIDA,Point (94825.31796080 98898.07278223),-58.51973844,-34.63918987,PEATON,PASAJEROS
331,2018-0057,1,2018-06-03,2018,6,3,3,CALLE,Point (106436.50690531 100845.32785530),-58.39311376,-34.62163006,MOTO,PASAJEROS
332,2018-0058,1,2018-06-03,2018,6,3,6,AVENIDA,Point (102567.54814228 104264.87527568),-58.43531242,-34.59082159,MOTO,AUTO
333,2018-0059,1,2018-06-08,2018,6,8,6,AVENIDA,Point (104724.05358972 99878.51159963),-58.41178165,-34.63035454,MOTO,OTRO
334,2018-0060,1,2018-06-08,2018,6,8,12,AVENIDA,Point (108513.43549456 103032.95078343),-58.370488,-34.60189492,PEATON,PASAJEROS
335,2018-0061,1,2018-06-10,2018,6,10,11,CALLE,Point (105911.62147898 101065.51501699),-58.39883882,-34.61964833,MOTO,MOTO
336,2018-0062,1,2018-06-14,2018,6,14,1,CALLE,Point (102035.73876399 100936.73706899),-58.44110156,-34.62082399,PEATON,CARGAS
337,2018-0063,1,2018-06-16,2018,6,16,21,AVENIDA,Point (108473.00357935 103295.64162815),-58.37093138,-34.59952725,PEATON,PASAJEROS
338,2018-0064,1,2018-06-25,2018,6,25,1,AVENIDA,Point (100435.26388900 98861.53271694),-58.45855262,-34.63953253,AUTO,CARGAS
339,2018-0065,1,2018-06-26,2018,6,26,17,CALLE,Point (107493.20906271 104038.93317074),-58.38161909,-34.59283447,MOTO,CARGAS
340,2018-0066,1,2018-06-28,2018,6,28,11,AVENIDA,Point (100750.52062158 104691.17506829),-58.45511899,-34.58698157,PEATON,PASAJEROS
341,2018-0067,1,2018-06-29,2018,6,29,16,AVENIDA,Point (107891.26340037 99945.61487141),-58.37724226,-34.62973033,PASAJEROS,AUTO
342,2018-0068,1,2018-07-01,2018,7,1,9,AVENIDA,Point (100718.69831349 99996.27412808),-58.45546217,-34.62930339,MOTO,AUTO
343,2018-0069,1,2018-07-04,2018,7,4,21,AVENIDA,Point (105900.94104333 103295.18325601),-58.39897064,-34.59954925,BICICLETA,PASAJEROS
344,2018-0070,1,2018-07-07,2018,7,7,15,CALLE,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,MOTO,PASAJEROS
345,2018-0071,1,2018-07-10,2018,7,10,17,AVENIDA,Point (108808.25931028 102022.90885862),-58.36726348,-34.61099738,MOTO,CARGAS
346,2018-0072,1,2018-07-11,2018,7,11,13,AUTOPISTA,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,MOTO,CARGAS
347,2018-0073,1,2018-07-11,2018,7,11,15,AVENIDA,Point (106218.96559101 97510.98250186),-58.39546165,-34.65168841,PEATON,CARGAS
348,2018-0074,1,2018-07-14,2018,7,14,6,AVENIDA,Point (99438.84176266 99501.28380301),-58.46941984,-34.63376545,AUTO,CARGAS
349,2018-0075,1,2018-07-15,2018,7,15,7,AVENIDA,Point (105470.75546311 105320.72785650),-58.40367321,-34.58129246,PEATON,AUTO
350,2018-0076,1,2018-07-16,2018,7,16,9,CALLE,Point (93946.81673714 97681.68907836),-58.52932872,-34.65014993,AUTO,CARGAS
351,2018-0077,1,2018-07-16,2018,7,16,23,CALLE,Point (104963.31095539 100886.97438212),-58.40917826,-34.62126274,AUTO,CARGAS
352,2018-0078,1,2018-07-21,2018,7,21,6,CALLE,Point (104647.18963470 103830.17880585),-58.41264127,-34.59473294,PEATON,AUTO
353,2018-0079,1,2018-07-23,2018,7,23,7,GRAL PAZ,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,PEATON,CARGAS
354,2018-0080,1,2018-07-25,2018,7,25,22,AVENIDA,Point (95506.35959227 96696.89655626),-58.51232237,-34.6590353,PEATON,AUTO
355,2018-0081,1,2018-07-29,2018,7,29,6,AVENIDA,Point (101453.89687005 98180.39027169),-58.44744156,-34.64567171,PEATON,MULTIPLE
356,2018-0082,1,2018-08-01,2018,8,1,15,AVENIDA,Point (97148.03881747 96734.79106149),-58.49441273,-34.65869968,MOTO,CARGAS
357,2018-0083,1,2018-08-02,2018,8,2,5,GRAL PAZ,Point (98491.08733048 93092.87943671),-58.47976785,-34.69153196,MOTO,CARGAS
358,2018-0084,1,2018-08-03,2018,8,3,7,AVENIDA,Point (108993.20201253 100735.24332429),-58.36523349,-34.62260331,PEATON,CARGAS
359,2018-0085,2,2018-08-03,2018,8,3,18,AVENIDA,Point (106612.54991859 100244.75667446),-58.39118948,-34.62704273,MOTO,PASAJEROS
360,2018-0086,1,2018-08-10,2018,8,10,21,AVENIDA,Point (97534.35415051 97682.40955825),-58.49019551,-34.65015854,PEATON,PASAJEROS
361,2018-0087,1,2018-08-15,2018,8,15,19,AVENIDA,Point (104296.57153484 99891.67281595),-58.41644362,-34.63023775,PEATON,PASAJEROS
362,2018-0088,1,2018-08-17,2018,8,17,16,GRAL PAZ,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,MOTO,CARGAS
363,2018-0089,1,2018-08-17,2018,8,17,17,AVENIDA,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,PEATON,PASAJEROS
364,2018-0090,1,2018-08-18,2018,8,18,10,AVENIDA,Point (102791.00899168 95424.06973029),-58.43284809,-34.67051543,MOTO,AUTO
365,2018-0091,1,2018-08-19,2018,8,19,18,AUTOPISTA,Point (94544.31344300 99185.28796442),-58.52280139,-34.63659934,AUTO,AUTO
366,2018-0092,1,2018-08-20,2018,8,20,8,AVENIDA,Point (103662.91363929 103496.49206019),-58.4233693,-34.59774487,MOTO,AUTO
367,2018-0093,1,2018-08-20,2018,8,20,8,CALLE,Point (107004.02001368 99798.84856249),-58.38691681,-34.63105973,PEATON,PASAJEROS
368,2018-0094,1,2018-08-23,2018,8,23,5,CALLE,Point (104734.93787233 104821.22705013),-58.4116902,-34.5857988,MOTO,PASAJEROS
369,2018-0095,1,2018-08-26,2018,8,26,0,AVENIDA,Point (99624.29795829 97569.69801131),-58.46739825,-34.65117757,AUTO,AUTO
370,2018-0096,1,2018-08-31,2018,8,31,22,AUTOPISTA,Point (101692.57924565 95312.63822646),-58.44483258,-34.67152226,PEATON,AUTO
